SMILES T P density einter compress inchi id
CCCO 246 750 0.8801 -49.5 3.904e-05 InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3 43
CCCO 283 750 0.8517 -46.35 5.507e-05 InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3 44
CCCO 319 750 0.8270000000000001 -43.47 6.434e-05 InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3 45
CCCO 356 750 0.7999 -40.42 7.775e-05 InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3 46
CCCO 393 750 0.7722 -37.37 9.013e-05 InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3 47
CCCO 430 750 0.7423 -34.35 0.0001066 InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3 48
CCCO 172 1000 0.9277 -53.1 2.222e-05 InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3 49
CCCO 209 1000 0.9146 -52.49 2.922e-05 InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3 50
CCCO 246 1000 0.8879 -49.78 3.506e-05 InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3 51
CCCO 283 1000 0.8632 -46.88 5.02e-05 InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3 52
CCCO 319 1000 0.8381 -43.95 5.335e-05 InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3 53
CCCO 356 1000 0.8129 -41.0 6.629e-05 InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3 54
CCCO 393 1000 0.7859 -37.94 8.106e-05 InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3 55
CCCO 430 1000 0.7604 -35.22 8.141e-05 InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3 56
CC(O)C 210 1 0.8676 -49.44 4.406e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 57
CC(O)C 238 1 0.8438 -47.62 6.647e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 58
CC(O)C 266 1 0.8218 -45.52 7.85e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 59
CC(O)C 294 1 0.7973 -43.13 9.523e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 60
CC(O)C 322 1 0.7716 -40.43 0.0001162 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 61
CC(O)C 350 1 0.741 -37.35 0.00017490000000000002 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 62
CC(O)C 378 1 0.7090000000000001 -34.36 0.0002207 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 63
CC(O)C 406 1 0.6715 -31.17 0.0003974 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 64
CC(O)C 210 50 0.87 -49.79 4.311e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 65
CC(O)C 238 50 0.8478 -47.87 6.486e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 66
CC(O)C 266 50 0.8251 -45.72 8.296e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 67
CC(O)C 294 50 0.7997 -43.25 9.149e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 68
CC(O)C 322 50 0.7759 -40.63 0.0001014 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 69
CC(O)C 350 50 0.7472 -37.66 0.0001467 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 70
CC(O)C 378 50 0.7147 -34.58 0.000223 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 71
CC(O)C 406 50 0.682 -31.75 0.000307 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 72
CC(O)C 210 100 0.8714 -49.66 4.746e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 73
CC(O)C 238 100 0.8512 -47.77 5.769e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 74
CC(O)C 266 100 0.8281 -45.8 7.112e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 75
CC(O)C 294 100 0.8043 -43.42 8.123e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 76
CC(O)C 322 100 0.7793 -40.69 0.0001112 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 77
CC(O)C 350 100 0.7517 -37.82 0.0001444 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 78
CC(O)C 378 100 0.7218 -34.9 0.000199 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 79
CC(O)C 406 100 0.6897 -31.98 0.0002474 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 80
CC(O)C 210 250 0.8777 -49.63 4.959e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 81
CC(O)C 238 250 0.8586 -48.33 4.673e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 82
CC(O)C 266 250 0.835 -45.97 6.045e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 83
CC(O)C 294 250 0.8134 -43.67 8.618e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 84
CC(O)C 322 250 0.7905 -41.19 9.725e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 85
CC(O)C 350 250 0.7647 -38.41 0.00010270000000000003 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 86
CC(O)C 378 250 0.7371 -35.49 0.00015830000000000005 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 87
CC(O)C 406 250 0.71 -32.9 0.0001836 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 88
CC(O)C 210 500 0.8896 -50.11 3.617e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 89
CC(O)C 238 500 0.868 -48.47 4.584e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 90
CC(O)C 266 500 0.8473 -46.37 5.45e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 91
CC(O)C 294 500 0.8282 -44.4 6.391e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 92
CC(O)C 322 500 0.8056 -41.78 8.252e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 93
CC(O)C 350 500 0.7837 -39.22 9.674e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 94
CC(O)C 378 500 0.7601 -36.58 0.0001097 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 95
CC(O)C 406 500 0.7340000000000001 -33.97 0.0001478 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 96
CC(O)C 210 750 0.8995 -50.7 3.211e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 97
CC(O)C 238 750 0.8782 -48.97 4.3700000000000005e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 98
CC(O)C 266 750 0.8591 -46.98 5.485e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 99
CC(O)C 294 750 0.8387 -44.56 5.015e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 100
CC(O)C 322 750 0.8196 -42.37 6.445e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 101
CC(O)C 350 750 0.7984 -39.85 7.196e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 102
CC(O)C 378 750 0.7765 -37.27 9.595e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 103
CC(O)C 406 750 0.7546 -34.85 0.0001058 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 104
CC(O)C 210 1000 0.9029 -50.42 2.954e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 105
CC(O)C 238 1000 0.8864 -48.98 3.41e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 106
CC(O)C 266 1000 0.8678 -47.19 4.482e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 107
CC(O)C 294 1000 0.8487 -45.04 5.188e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 108
CC(O)C 322 1000 0.8316 -42.89 5.089e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 109
CC(O)C 350 1000 0.8109 -40.35 7.054e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 110
CC(O)C 378 1000 0.7915 -38.0 7.655e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 111
CC(O)C 406 1000 0.7708 -35.65 9.082e-05 InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3 112
CCCCO 209 1 0.8818 -56.29 4.478e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 113
CCCCO 243 1 0.8574 -54.19 5.517e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 114
CCCCO 278 1 0.8277 -50.8 7.651e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 115
CCCCO 312 1 0.7985 -47.31 8.775e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 116
CCCCO 347 1 0.765 -43.39 0.0001182 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 117
CCCCO 381 1 0.7309 -39.71 0.0001742 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 118
CCCCO 416 1 0.6914 -35.83 0.0002878 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 119
CCCCO 450 1 0.6459 -31.95 0.0004276 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 120
CCCCO 209 50 0.8884 -56.89 3.918e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 121
CCCCO 243 50 0.8596 -54.33 5.271e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 122
CCCCO 278 50 0.831 -51.02 6.251e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 123
CCCCO 312 50 0.8017 -47.5 8.991e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 124
CCCCO 347 50 0.7694 -43.62 0.0001547 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 125
CCCCO 381 50 0.7355 -39.88 0.0001737 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 126
CCCCO 416 50 0.6994 -36.18 0.0002655 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 127
CCCCO 450 50 0.657 -32.5 0.0004757 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 128
CCCCO 209 100 0.8841 -56.41 3.601e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 129
CCCCO 243 100 0.8612 -54.24 4.578e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 130
CCCCO 278 100 0.833 -51.0 6.535e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 131
CCCCO 312 100 0.8053 -47.72 9.249e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 132
CCCCO 347 100 0.7731 -43.86 0.0001167 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 133
CCCCO 381 100 0.7408 -40.16 0.00013780000000000002 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 134
CCCCO 450 100 0.6675 -33.05 0.00033580000000000003 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 135
CCCCO 209 250 0.8911 -56.9 3.702e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 136
CCCCO 243 250 0.8675 -54.73 5.038e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 137
CCCCO 278 250 0.8411 -51.44 6.828e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 138
CCCCO 312 250 0.8135 -48.1 7.713e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 139
CCCCO 347 250 0.7852 -44.55 9.005e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 140
CCCCO 381 250 0.7549 -40.85 0.00012590000000000002 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 141
CCCCO 416 250 0.7235 -37.45 0.00017480000000000002 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 142
CCCCO 450 250 0.6922 -34.36 0.0002396 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 143
CCCCO 209 500 0.8985 -56.86 3.681e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 144
CCCCO 243 500 0.8779 -54.82 4.846e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 145
CCCCO 278 500 0.853 -52.25 5.581e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 146
CCCCO 312 500 0.8276 -48.73 6.589e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 147
CCCCO 347 500 0.8021 -45.41 8.241e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 148
CCCCO 381 500 0.775 -42.02 0.000104 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 149
CCCCO 416 500 0.7475 -38.83 0.0001148 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 150
CCCCO 450 500 0.7199 -35.79 0.0001693 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 151
CCCCO 209 750 0.9071 -57.5 3.263e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 152
CCCCO 243 750 0.8855 -55.36 3.836e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 153
CCCCO 278 750 0.8628 -52.67 4.783e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 154
CCCCO 312 750 0.8403 -49.52 6.012e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 155
CCCCO 347 750 0.8149 -45.99 6.361e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 156
CCCCO 381 750 0.79 -42.78 8.017e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 157
CCCCO 416 750 0.7656 -39.84 0.0001047 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 158
CCCCO 450 750 0.7403 -36.87 0.0001205 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 159
CCCCO 209 1000 0.9129 -57.3 2.742e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 160
CCCCO 243 1000 0.894 -55.74 4.297e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 161
CCCCO 278 1000 0.872 -52.83 4.098e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 162
CCCCO 312 1000 0.8507 -50.01 5.235e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 163
CCCCO 347 1000 0.8272 -46.64 6.971e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 164
CCCCO 381 1000 0.8037 -43.51 8.037e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 165
CCCCO 416 1000 0.7808 -40.61 8.619e-05 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 166
CCCCO 450 1000 0.7573 -37.85 0.0001011 InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3 167
OCC(C)C 190 1 0.8844 -55.08 4.177e-05 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 168
OCC(C)C 225 1 0.8619 -53.22 4.698e-05 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 169
OCC(C)C 261 1 0.8349 -50.4 8.061e-05 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 170
OCC(C)C 296 1 0.8039 -46.69 8.159e-05 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 171
OCC(C)C 332 1 0.77 -42.34 0.0001301 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 172
OCC(C)C 367 1 0.7319 -38.22 0.0001884 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 173
OCC(C)C 403 1 0.6906 -34.33 0.0002579 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 174
OCC(C)C 438 1 0.6474 -30.7 0.0003931 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 175
OCC(C)C 190 50 0.8908 -55.7 3.691e-05 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 176
OCC(C)C 225 50 0.8647 -53.67 4.928e-05 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 177
OCC(C)C 261 50 0.8356 -50.08 6.804e-05 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 178
OCC(C)C 296 50 0.8086 -46.84 0.000103 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 179
OCC(C)C 332 50 0.773 -42.51 0.0001161 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 180
OCC(C)C 367 50 0.7377 -38.66 0.0001891 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 181
OCC(C)C 403 50 0.6992 -34.81 0.0002371 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 182
OCC(C)C 438 50 0.6557 -31.08 0.0003722 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 183
OCC(C)C 190 100 0.8868 -55.27 3.518e-05 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 184
OCC(C)C 225 100 0.8697 -53.79 4.989e-05 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 185
OCC(C)C 261 100 0.8385 -50.27 6.132e-05 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 186
OCC(C)C 296 100 0.8096 -46.83 8.170000000000001e-05 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 187
OCC(C)C 332 100 0.7777 -42.9 0.0001026 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 188
OCC(C)C 367 100 0.7435 -38.95 0.000127 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 189
OCC(C)C 403 100 0.7038 -35.01 0.0002028 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 190
OCC(C)C 438 100 0.6665 -31.65 0.0002994 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 191
OCC(C)C 190 250 0.8931 -54.8 2.954e-05 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 192
OCC(C)C 225 250 0.8702 -53.39 4.587e-05 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 193
OCC(C)C 261 250 0.8453 -50.72 5.736e-05 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 194
OCC(C)C 296 250 0.8182 -47.33 7.199e-05 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 195
OCC(C)C 332 250 0.7882 -43.44 9.109999999999999e-05 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 196
OCC(C)C 367 250 0.7573 -39.77 0.0001278 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 197
OCC(C)C 403 250 0.7238 -36.0 0.0001422 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 198
OCC(C)C 438 250 0.6908 -32.85 0.0001953 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 199
OCC(C)C 190 500 0.9006 -55.18 2.56e-05 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 200
OCC(C)C 225 500 0.8822 -54.31 3.559e-05 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 201
OCC(C)C 261 500 0.8591 -51.38 4.605e-05 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 202
OCC(C)C 296 500 0.8320000000000001 -47.98 6.39e-05 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 203
OCC(C)C 332 500 0.8042 -44.31 8.696e-05 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 204
OCC(C)C 367 500 0.7762 -40.76 0.0001052 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 205
OCC(C)C 403 500 0.747 -37.32 0.0001261 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 206
OCC(C)C 438 500 0.7190000000000001 -34.4 0.00014240000000000002 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 207
OCC(C)C 190 750 0.9087 -55.49 2.504e-05 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 208
OCC(C)C 225 750 0.8905 -54.39 3.424e-05 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 209
OCC(C)C 261 750 0.8697 -51.91 4.375e-05 InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3 210
